title,summary,category
DSDE: Using Proportion Estimation to Improve Model Selection for Out-of-Distribution Detection,"Model library is an effective tool for improving the performance of
single-model Out-of-Distribution (OoD) detector, mainly through model selection
and detector fusion. However, existing methods in the literature do not provide
uncertainty quantification for model selection results. Additionally, the model
ensemble process primarily focuses on controlling the True Positive Rate (TPR)
while neglecting the False Positive Rate (FPR). In this paper, we emphasize the
significance of the proportion of models in the library that identify the test
sample as an OoD sample. This proportion holds crucial information and directly
influences the error rate of OoD detection.To address this, we propose
inverting the commonly-used sequential p-value strategies. We define the
rejection region initially and then estimate the error rate. Furthermore, we
introduce a novel perspective from change-point detection and propose an
approach for proportion estimation with automatic hyperparameter selection. We
name the proposed approach as DOS-Storey-based Detector Ensemble (DSDE).
Experimental results on CIFAR10 and CIFAR100 demonstrate the effectiveness of
our approach in tackling OoD detection challenges. Specifically, the CIFAR10
experiments show that DSDE reduces the FPR from 11.07% to 3.31% compared to the
top-performing single-model detector.",stat.ML
Scaling Laws with Hidden Structure,"Statistical learning in high-dimensional spaces is challenging without a
strong underlying data structure. Recent advances with foundational models
suggest that text and image data contain such hidden structures, which help
mitigate the curse of dimensionality. Inspired by results from nonparametric
statistics, we hypothesize that this phenomenon can be partially explained in
terms of decomposition of complex tasks into simpler subtasks. In this paper,
we present a controlled experimental framework to test whether neural networks
can indeed exploit such ``hidden factorial structures.'' We find that they do
leverage these latent patterns to learn discrete distributions more
efficiently, and derive scaling laws linking model sizes, hidden
factorizations, and accuracy. We also study the interplay between our
structural assumptions and the models' capacity for generalization.",stat.ML
Network Causal Effect Estimation In Graphical Models Of Contagion And Latent Confounding,"A key question in many network studies is whether the observed correlations
between units are primarily due to contagion or latent confounding. Here, we
study this question using a segregated graph (Shpitser, 2015) representation of
these mechanisms, and examine how uncertainty about the true underlying
mechanism impacts downstream computation of network causal effects,
particularly under full interference -- settings where we only have a single
realization of a network and each unit may depend on any other unit in the
network. Under certain assumptions about asymptotic growth of the network, we
derive likelihood ratio tests that can be used to identify whether different
sets of variables -- confounders, treatments, and outcomes -- across units
exhibit dependence due to contagion or latent confounding. We then propose
network causal effect estimation strategies that provide unbiased and
consistent estimates if the dependence mechanisms are either known or correctly
inferred using our proposed tests. Together, the proposed methods allow network
effect estimation in a wider range of full interference scenarios that have not
been considered in prior work. We evaluate the effectiveness of our methods
with synthetic data and the validity of our assumptions using real-world
networks.",stat.ML
The Implicit Bias of Gradient Descent on Separable Multiclass Data,"Implicit bias describes the phenomenon where optimization-based training
algorithms, without explicit regularization, show a preference for simple
estimators even when more complex estimators have equal objective values.
Multiple works have developed the theory of implicit bias for binary
classification under the assumption that the loss satisfies an exponential tail
property. However, there is a noticeable gap in analysis for multiclass
classification, with only a handful of results which themselves are restricted
to the cross-entropy loss. In this work, we employ the framework of Permutation
Equivariant and Relative Margin-based (PERM) losses [Wang and Scott, 2024] to
introduce a multiclass extension of the exponential tail property. This class
of losses includes not only cross-entropy but also other losses. Using this
framework, we extend the implicit bias result of Soudry et al. [2018] to
multiclass classification. Furthermore, our proof techniques closely mirror
those of the binary case, thus illustrating the power of the PERM framework for
bridging the binary-multiclass gap.",stat.ML
Generalized Eigenvalue Problems with Generative Priors,"Generalized eigenvalue problems (GEPs) find applications in various fields of
science and engineering. For example, principal component analysis, Fisher's
discriminant analysis, and canonical correlation analysis are specific
instances of GEPs and are widely used in statistical data processing. In this
work, we study GEPs under generative priors, assuming that the underlying
leading generalized eigenvector lies within the range of a Lipschitz continuous
generative model. Under appropriate conditions, we show that any optimal
solution to the corresponding optimization problems attains the optimal
statistical rate. Moreover, from a computational perspective, we propose an
iterative algorithm called the Projected Rayleigh Flow Method (PRFM) to
approximate the optimal solution. We theoretically demonstrate that under
suitable assumptions, PRFM converges linearly to an estimated vector that
achieves the optimal statistical rate. Numerical results are provided to
demonstrate the effectiveness of the proposed method.",stat.ML
FEET: A Framework for Evaluating Embedding Techniques,"In this study, we introduce FEET, a standardized protocol designed to guide
the development and benchmarking of foundation models. While numerous benchmark
datasets exist for evaluating these models, we propose a structured evaluation
protocol across three distinct scenarios to gain a comprehensive understanding
of their practical performance. We define three primary use cases: frozen
embeddings, few-shot embeddings, and fully fine-tuned embeddings. Each scenario
is detailed and illustrated through two case studies: one in sentiment analysis
and another in the medical domain, demonstrating how these evaluations provide
a thorough assessment of foundation models' effectiveness in research
applications. We recommend this protocol as a standard for future research
aimed at advancing representation learning models.",stat.ML
MADOD: Generalizing OOD Detection to Unseen Domains via G-Invariance Meta-Learning,"Real-world machine learning applications often face simultaneous covariate
and semantic shifts, challenging traditional domain generalization and
out-of-distribution (OOD) detection methods. We introduce Meta-learned Across
Domain Out-of-distribution Detection (MADOD), a novel framework designed to
address both shifts concurrently. MADOD leverages meta-learning and
G-invariance to enhance model generalizability and OOD detection in unseen
domains. Our key innovation lies in task construction: we randomly designate
in-distribution classes as pseudo-OODs within each meta-learning task,
simulating OOD scenarios using existing data. This approach, combined with
energy-based regularization, enables the learning of robust, domain-invariant
features while calibrating decision boundaries for effective OOD detection.
Operating in a test domain-agnostic setting, MADOD eliminates the need for
adaptation during inference, making it suitable for scenarios where test data
is unavailable. Extensive experiments on real-world and synthetic datasets
demonstrate MADOD's superior performance in semantic OOD detection across
unseen domains, achieving an AUPR improvement of 8.48% to 20.81%, while
maintaining competitive in-distribution classification accuracy, representing a
significant advancement in handling both covariate and semantic shifts.",stat.ML
Marginal Causal Flows for Validation and Inference,"Investigating the marginal causal effect of an intervention on an outcome
from complex data remains challenging due to the inflexibility of employed
models and the lack of complexity in causal benchmark datasets, which often
fail to reproduce intricate real-world data patterns. In this paper we
introduce Frugal Flows, a novel likelihood-based machine learning model that
uses normalising flows to flexibly learn the data-generating process, while
also directly inferring the marginal causal quantities from observational data.
We propose that these models are exceptionally well suited for generating
synthetic data to validate causal methods. They can create synthetic datasets
that closely resemble the empirical dataset, while automatically and exactly
satisfying a user-defined average treatment effect. To our knowledge, Frugal
Flows are the first generative model to both learn flexible data
representations and also exactly parameterise quantities such as the average
treatment effect and the degree of unobserved confounding. We demonstrate the
above with experiments on both simulated and real-world datasets.",stat.ML
The impact of MRI image quality on statistical and predictive analysis on voxel based morphology,"Image Quality of MRI brain scans is strongly influenced by within scanner
head movements and the resulting image artifacts alter derived measures like
brain volume and cortical thickness. Automated image quality assessment is key
to controlling for confounding effects of poor image quality. In this study, we
systematically test for the influence of image quality on univariate statistics
and machine learning classification. We analyzed group effects of sex/gender on
local brain volume and made predictions of sex/gender using logistic
regression, while correcting for brain size. From three large publicly
available datasets, two age and sex-balanced samples were derived to test the
generalizability of the effect for pooled sample sizes of n=760 and n=1094.
Results of the Bonferroni corrected t-tests over 3747 gray matter features
showed a strong influence of low-quality data on the ability to find
significant sex/gender differences for the smaller sample. Increasing sample
size and more so image quality showed a stark increase in detecting significant
effects in univariate group comparisons. For the classification of sex/gender
using logistic regression, both increasing sample size and image quality had a
marginal effect on the Area under the Receiver Operating Characteristic Curve
for most datasets and subsamples. Our results suggest a more stringent quality
control for univariate approaches than for multivariate classification with a
leaning towards higher quality for classical group statistics and bigger sample
sizes for machine learning applications in neuroimaging.",stat.ML
ProGen: Revisiting Probabilistic Spatial-Temporal Time Series Forecasting from a Continuous Generative Perspective Using Stochastic Differential Equations,"Accurate forecasting of spatiotemporal data remains challenging due to
complex spatial dependencies and temporal dynamics. The inherent uncertainty
and variability in such data often render deterministic models insufficient,
prompting a shift towards probabilistic approaches, where diffusion-based
generative models have emerged as effective solutions. In this paper, we
present ProGen, a novel framework for probabilistic spatiotemporal time series
forecasting that leverages Stochastic Differential Equations (SDEs) and
diffusion-based generative modeling techniques in the continuous domain. By
integrating a novel denoising score model, graph neural networks, and a
tailored SDE, ProGen provides a robust solution that effectively captures
spatiotemporal dependencies while managing uncertainty. Our extensive
experiments on four benchmark traffic datasets demonstrate that ProGen
outperforms state-of-the-art deterministic and probabilistic models. This work
contributes a continuous, diffusion-based generative approach to spatiotemporal
forecasting, paving the way for future research in probabilistic modeling and
stochastic processes.",stat.ML
Conformalized High-Density Quantile Regression via Dynamic Prototypes-based Probability Density Estimation,"Recent methods in quantile regression have adopted a classification
perspective to handle challenges posed by heteroscedastic, multimodal, or
skewed data by quantizing outputs into fixed bins. Although these
regression-as-classification frameworks can capture high-density prediction
regions and bypass convex quantile constraints, they are restricted by
quantization errors and the curse of dimensionality due to a constant number of
bins per dimension. To address these limitations, we introduce a conformalized
high-density quantile regression approach with a dynamically adaptive set of
prototypes. Our method optimizes the set of prototypes by adaptively adding,
deleting, and relocating quantization bins throughout the training process.
Moreover, our conformal scheme provides valid coverage guarantees, focusing on
regions with the highest probability density. Experiments across diverse
datasets and dimensionalities confirm that our method consistently achieves
high-quality prediction regions with enhanced coverage and robustness, all
while utilizing fewer prototypes and memory, ensuring scalability to higher
dimensions. The code is available at https://github.com/batuceng/max_quantile .",stat.ML
Hierarchical and Density-based Causal Clustering,"Understanding treatment effect heterogeneity is vital for scientific and
policy research. However, identifying and evaluating heterogeneous treatment
effects pose significant challenges due to the typically unknown subgroup
structure. Recently, a novel approach, causal k-means clustering, has emerged
to assess heterogeneity of treatment effect by applying the k-means algorithm
to unknown counterfactual regression functions. In this paper, we expand upon
this framework by integrating hierarchical and density-based clustering
algorithms. We propose plug-in estimators that are simple and readily
implementable using off-the-shelf algorithms. Unlike k-means clustering, which
requires the margin condition, our proposed estimators do not rely on strong
structural assumptions on the outcome process. We go on to study their rate of
convergence, and show that under the minimal regularity conditions, the
additional cost of causal clustering is essentially the estimation error of the
outcome regression functions. Our findings significantly extend the
capabilities of the causal clustering framework, thereby contributing to the
progression of methodologies for identifying homogeneous subgroups in treatment
response, consequently facilitating more nuanced and targeted interventions.
The proposed methods also open up new avenues for clustering with generic
pseudo-outcomes. We explore finite sample properties via simulation, and
illustrate the proposed methods in voting and employment projection datasets.",stat.ML
XNB: Explainable Class-Specific NaIve-Bayes Classifier,"In today's data-intensive landscape, where high-dimensional datasets are
increasingly common, reducing the number of input features is essential to
prevent overfitting and improve model accuracy. Despite numerous efforts to
tackle dimensionality reduction, most approaches apply a universal set of
features across all classes, potentially missing the unique characteristics of
individual classes. This paper presents the Explainable Class-Specific Naive
Bayes (XNB) classifier, which introduces two critical innovations: 1) the use
of Kernel Density Estimation to calculate posterior probabilities, allowing for
a more accurate and flexible estimation process, and 2) the selection of
class-specific feature subsets, ensuring that only the most relevant variables
for each class are utilized. Extensive empirical analysis on high-dimensional
genomic datasets shows that XNB matches the classification performance of
traditional Naive Bayes while drastically improving model interpretability. By
isolating the most relevant features for each class, XNB not only reduces the
feature set to a minimal, distinct subset for each class but also provides
deeper insights into how the model makes predictions. This approach offers
significant advantages in fields where both precision and explainability are
critical.",stat.ML
Federated Learning with Relative Fairness,"This paper proposes a federated learning framework designed to achieve
\textit{relative fairness} for clients. Traditional federated learning
frameworks typically ensure absolute fairness by guaranteeing minimum
performance across all client subgroups. However, this approach overlooks
disparities in model performance between subgroups. The proposed framework uses
a minimax problem approach to minimize relative unfairness, extending previous
methods in distributionally robust optimization (DRO). A novel fairness index,
based on the ratio between large and small losses among clients, is introduced,
allowing the framework to assess and improve the relative fairness of trained
models. Theoretical guarantees demonstrate that the framework consistently
reduces unfairness. We also develop an algorithm, named \textsc{Scaff-PD-IA},
which balances communication and computational efficiency while maintaining
minimax-optimal convergence rates. Empirical evaluations on real-world datasets
confirm its effectiveness in maintaining model performance while reducing
disparity.",stat.ML
Privacy-Preserving Federated Learning with Differentially Private Hyperdimensional Computing,"Federated Learning (FL) is essential for efficient data exchange in Internet
of Things (IoT) environments, as it trains Machine Learning (ML) models locally
and shares only model updates. However, FL is vulnerable to privacy threats
like model inversion and membership inference attacks, which can expose
sensitive training data. To address these privacy concerns, Differential
Privacy (DP) mechanisms are often applied. Yet, adding DP noise to black-box ML
models degrades performance, especially in dynamic IoT systems where
continuous, lifelong FL learning accumulates excessive noise over time. To
mitigate this issue, we introduce Federated HyperDimensional computing with
Privacy-preserving (FedHDPrivacy), an eXplainable Artificial Intelligence (XAI)
framework that combines the neuro-symbolic paradigm with DP. FedHDPrivacy
carefully manages the balance between privacy and performance by theoretically
tracking cumulative noise from previous rounds and adding only the necessary
incremental noise to meet privacy requirements. In a real-world case study
involving in-process monitoring of manufacturing machining operations,
FedHDPrivacy demonstrates robust performance, outperforming standard FL
frameworks-including Federated Averaging (FedAvg), Federated Stochastic
Gradient Descent (FedSGD), Federated Proximal (FedProx), Federated Normalized
Averaging (FedNova), and Federated Adam (FedAdam)-by up to 38%. FedHDPrivacy
also shows potential for future enhancements, such as multimodal data fusion.",stat.ML
Axiomatic Explainer Globalness via Optimal Transport,"Explainability methods are often challenging to evaluate and compare. With a
multitude of explainers available, practitioners must often compare and select
explainers based on quantitative evaluation metrics. One particular
differentiator between explainers is the diversity of explanations for a given
dataset; i.e. whether all explanations are identical, unique and uniformly
distributed, or somewhere between these two extremes. In this work, we define a
complexity measure for explainers, globalness, which enables deeper
understanding of the distribution of explanations produced by feature
attribution and feature selection methods for a given dataset. We establish the
axiomatic properties that any such measure should possess and prove that our
proposed measure, Wasserstein Globalness, meets these criteria. We validate the
utility of Wasserstein Globalness using image, tabular, and synthetic datasets,
empirically showing that it both facilitates meaningful comparison between
explainers and improves the selection process for explainability methods.",stat.ML
Relax and Merge: A Simple Yet Effective Framework for Solving Fair $k$-Means and $k$-sparse Wasserstein Barycenter Problems,"The fairness of clustering algorithms has gained widespread attention across
various areas, including machine learning, In this paper, we study fair
$k$-means clustering in Euclidean space. Given a dataset comprising several
groups, the fairness constraint requires that each cluster should contain a
proportion of points from each group within specified lower and upper bounds.
Due to these fairness constraints, determining the optimal locations of $k$
centers is a quite challenging task. We propose a novel ``Relax and Merge''
framework that returns a $(1+4\rho + O(\epsilon))$-approximate solution, where
$\rho$ is the approximate ratio of an off-the-shelf vanilla $k$-means algorithm
and $O(\epsilon)$ can be an arbitrarily small positive number. If equipped with
a PTAS of $k$-means, our solution can achieve an approximation ratio of
$(5+O(\epsilon))$ with only a slight violation of the fairness constraints,
which improves the current state-of-the-art approximation guarantee.
Furthermore, using our framework, we can also obtain a $(1+4\rho
+O(\epsilon))$-approximate solution for the $k$-sparse Wasserstein Barycenter
problem, which is a fundamental optimization problem in the field of optimal
transport, and a $(2+6\rho)$-approximate solution for the strictly fair
$k$-means clustering with no violation, both of which are better than the
current state-of-the-art methods. In addition, the empirical results
demonstrate that our proposed algorithm can significantly outperform baseline
approaches in terms of clustering cost.",stat.ML
Artificial Intelligence for Microbiology and Microbiome Research,"Advancements in artificial intelligence (AI) have transformed many scientific
fields, with microbiology and microbiome research now experiencing significant
breakthroughs through machine learning and deep learning applications. This
review provides a comprehensive overview of AI-driven approaches tailored for
microbiology and microbiome studies, emphasizing both technical advancements
and biological insights. We begin with an introduction to foundational AI
techniques, including primary machine learning paradigms and various deep
learning architectures, and offer guidance on choosing between machine learning
and deep learning methods based on specific research goals. The primary section
on application scenarios spans diverse research areas, from taxonomic
profiling, functional annotation & prediction, microbe-X interactions,
microbial ecology, metabolic modeling, precision nutrition, clinical
microbiology, to prevention & therapeutics. Finally, we discuss challenges
unique to this field, including the balance between interpretability and
complexity, the ""small n, large p"" problem, and the critical need for
standardized benchmarking datasets to validate and compare models. Together,
this review underscores AI's transformative role in microbiology and microbiome
research, paving the way for innovative methodologies and applications that
enhance our understanding of microbial life and its impact on our planet and
our health.",stat.ML
An unified approach to link prediction in collaboration networks,"This article investigates and compares three approaches to link prediction in
colaboration networks, namely, an ERGM (Exponential Random Graph Model; Robins
et al. 2007), a GCN (Graph Convolutional Network; Kipf and Welling 2017), and a
Word2Vec+MLP model (Word2Vec model combined with a multilayer neural network;
Mikolov et al. 2013a and Goodfellow et al. 2016). The ERGM, grounded in
statistical methods, is employed to capture general structural patterns within
the network, while the GCN and Word2Vec+MLP models leverage deep learning
techniques to learn adaptive structural representations of nodes and their
relationships. The predictive performance of the models is assessed through
extensive simulation exercises using cross-validation, with metrics based on
the receiver operating characteristic curve. The results clearly show the
superiority of machine learning approaches in link prediction, particularly in
large networks, where traditional models such as ERGM exhibit limitations in
scalability and the ability to capture inherent complexities. These findings
highlight the potential benefits of integrating statistical modeling techniques
with deep learning methods to analyze complex networks, providing a more robust
and effective framework for future research in this field.",stat.ML
Contrasting with Symile: Simple Model-Agnostic Representation Learning for Unlimited Modalities,"Contrastive learning methods, such as CLIP, leverage naturally paired
data-for example, images and their corresponding text captions-to learn general
representations that transfer efficiently to downstream tasks. While such
approaches are generally applied to two modalities, domains such as robotics,
healthcare, and video need to support many types of data at once. We show that
the pairwise application of CLIP fails to capture joint information between
modalities, thereby limiting the quality of the learned representations. To
address this issue, we present Symile, a simple contrastive learning approach
that captures higher-order information between any number of modalities. Symile
provides a flexible, architecture-agnostic objective for learning
modality-specific representations. To develop Symile's objective, we derive a
lower bound on total correlation, and show that Symile representations for any
set of modalities form a sufficient statistic for predicting the remaining
modalities. Symile outperforms pairwise CLIP, even with modalities missing in
the data, on cross-modal classification and retrieval across several
experiments including on an original multilingual dataset of 33M image, text
and audio samples and a clinical dataset of chest X-rays, electrocardiograms,
and laboratory measurements. All datasets and code used in this work are
publicly available at https://github.com/rajesh-lab/symile.",stat.ML
Computation-Aware Gaussian Processes: Model Selection And Linear-Time Inference,"Model selection in Gaussian processes scales prohibitively with the size of
the training dataset, both in time and memory. While many approximations exist,
all incur inevitable approximation error. Recent work accounts for this error
in the form of computational uncertainty, which enables -- at the cost of
quadratic complexity -- an explicit tradeoff between computation and precision.
Here we extend this development to model selection, which requires significant
enhancements to the existing approach, including linear-time scaling in the
size of the dataset. We propose a novel training loss for hyperparameter
optimization and demonstrate empirically that the resulting method can
outperform SGPR, CGGP and SVGP, state-of-the-art methods for GP model
selection, on medium to large-scale datasets. Our experiments show that model
selection for computation-aware GPs trained on 1.8 million data points can be
done within a few hours on a single GPU. As a result of this work, Gaussian
processes can be trained on large-scale datasets without significantly
compromising their ability to quantify uncertainty -- a fundamental
prerequisite for optimal decision-making.",stat.ML
Abstracted Shapes as Tokens -- A Generalizable and Interpretable Model for Time-series Classification,"In time-series analysis, many recent works seek to provide a unified view and
representation for time-series across multiple domains, leading to the
development of foundation models for time-series data. Despite diverse modeling
techniques, existing models are black boxes and fail to provide insights and
explanations about their representations. In this paper, we present VQShape, a
pre-trained, generalizable, and interpretable model for time-series
representation learning and classification. By introducing a novel
representation for time-series data, we forge a connection between the latent
space of VQShape and shape-level features. Using vector quantization, we show
that time-series from different domains can be described using a unified set of
low-dimensional codes, where each code can be represented as an abstracted
shape in the time domain. On classification tasks, we show that the
representations of VQShape can be utilized to build interpretable classifiers,
achieving comparable performance to specialist models. Additionally, in
zero-shot learning, VQShape and its codebook can generalize to previously
unseen datasets and domains that are not included in the pre-training process.
The code and pre-trained weights are available at
https://github.com/YunshiWen/VQShape.",stat.ML
LLMPhy: Complex Physical Reasoning Using Large Language Models and World Models,"Physical reasoning is an important skill needed for robotic agents when
operating in the real world. However, solving such reasoning problems often
involves hypothesizing and reflecting over complex multi-body interactions
under the effect of a multitude of physical forces and thus learning all such
interactions poses a significant hurdle for state-of-the-art machine learning
frameworks, including large language models (LLMs). To study this problem, we
propose a new physical reasoning task and a dataset, dubbed TraySim. Our task
involves predicting the dynamics of several objects on a tray that is given an
external impact -- the domino effect of the ensued object interactions and
their dynamics thus offering a challenging yet controlled setup, with the goal
of reasoning being to infer the stability of the objects after the impact. To
solve this complex physical reasoning task, we present LLMPhy, a zero-shot
black-box optimization framework that leverages the physics knowledge and
program synthesis abilities of LLMs, and synergizes these abilities with the
world models built into modern physics engines. Specifically, LLMPhy uses an
LLM to generate code to iteratively estimate the physical hyperparameters of
the system (friction, damping, layout, etc.) via an implicit
analysis-by-synthesis approach using a (non-differentiable) simulator in the
loop and uses the inferred parameters to imagine the dynamics of the scene
towards solving the reasoning task. To show the effectiveness of LLMPhy, we
present experiments on our TraySim dataset to predict the steady-state poses of
the objects. Our results show that the combination of the LLM and the physics
engine leads to state-of-the-art zero-shot physical reasoning performance,
while demonstrating superior convergence against standard black-box
optimization methods and better estimation of the physical parameters.",cs.LG
Leonardo vindicated: Pythagorean trees for minimal reconstruction of the natural branching structures,"Trees continue to fascinate with their natural beauty and as engineering
masterpieces optimal with respect to several independent criteria. Pythagorean
tree is a well-known fractal design that realistically mimics the natural tree
branching structures. We study various types of Pythagorean-like fractal trees
with different shapes of the base, branching angles and relaxed scales in an
attempt to identify and explain which variants are the closest match to the
branching structures commonly observed in the natural world. Pursuing
simultaneously the realism and minimalism of the fractal tree model, we have
developed a flexibly parameterised and fast algorithm to grow and visually
examine deep Pythagorean-inspired fractal trees with the capability to orderly
over- or underestimate the Leonardo da Vinci's tree branching rule as well as
control various imbalances and branching angles. We tested the realism of the
generated fractal tree images by means of the classification accuracy of
detecting natural tree with the transfer-trained deep Convolutional Neural
Networks (CNNs). Having empirically established the parameters of the fractal
trees that maximize the CNN's natural tree class classification accuracy we
have translated them back to the scales and angles of branches and came to the
interesting conclusions that support the da Vinci branching rule and golden
ratio based scaling for both the shape of the branch and imbalance between the
child branches, and claim the flexibly parameterized fractal trees can be used
to generate artificial examples to train robust detectors of different species
of trees.",cs.LG
Language Models as Causal Effect Generators,"We present a framework for large language model (LLM) based data generation
with controllable causal structure. In particular, we define a procedure for
turning any language model and any directed acyclic graph (DAG) into a
sequence-driven structural causal model (SD-SCM). Broadly speaking, an SD-SCM
is a causal model with user-defined structure and LLM-defined structural
equations. We characterize how an SD-SCM allows sampling from observational,
interventional, and counterfactual distributions according to the desired
causal structure. We then leverage this procedure to propose a new type of
benchmark for causal inference methods, generating individual-level
counterfactual data without needing to manually specify functional
relationships between variables. We create an example benchmark consisting of
thousands of datasets, and test a suite of popular estimation methods on these
datasets for average, conditional average, and individual treatment effect
estimation, both with and without hidden confounding. Apart from generating
data, the same procedure also allows us to test for the presence of a causal
effect that might be encoded in an LLM. This procedure can underpin auditing
LLMs for misinformation, discrimination, or otherwise undesirable behavior. We
believe SD-SCMs can serve as a useful tool in any application that would
benefit from sequential data with controllable causal structure.",cs.LG
Wavelet Latent Diffusion (Wala): Billion-Parameter 3D Generative Model with Compact Wavelet Encodings,"Large-scale 3D generative models require substantial computational resources
yet often fall short in capturing fine details and complex geometries at high
resolutions. We attribute this limitation to the inefficiency of current
representations, which lack the compactness required to model the generative
models effectively. To address this, we introduce a novel approach called
Wavelet Latent Diffusion, or WaLa, that encodes 3D shapes into wavelet-based,
compact latent encodings. Specifically, we compress a $256^3$ signed distance
field into a $12^3 \times 4$ latent grid, achieving an impressive 2427x
compression ratio with minimal loss of detail. This high level of compression
allows our method to efficiently train large-scale generative networks without
increasing the inference time. Our models, both conditional and unconditional,
contain approximately one billion parameters and successfully generate
high-quality 3D shapes at $256^3$ resolution. Moreover, WaLa offers rapid
inference, producing shapes within two to four seconds depending on the
condition, despite the model's scale. We demonstrate state-of-the-art
performance across multiple datasets, with significant improvements in
generation quality, diversity, and computational efficiency. We open-source our
code and, to the best of our knowledge, release the largest pretrained 3D
generative models across different modalities.",cs.LG
Investigating the Effectiveness of Explainability Methods in Parkinson's Detection from Speech,"Speech impairments in Parkinson's disease (PD) provide significant early
indicators for diagnosis. While models for speech-based PD detection have shown
strong performance, their interpretability remains underexplored. This study
systematically evaluates several explainability methods to identify PD-specific
speech features, aiming to support the development of accurate, interpretable
models for clinical decision-making in PD diagnosis and monitoring. Our
methodology involves (i) obtaining attributions and saliency maps using
mainstream interpretability techniques, (ii) quantitatively evaluating the
faithfulness of these maps and their combinations obtained via union and
intersection through a range of established metrics, and (iii) assessing the
information conveyed by the saliency maps for PD detection from an auxiliary
classifier. Our results reveal that, while explanations are aligned with the
classifier, they often fail to provide valuable information for domain experts.",cs.LG
Derivational Morphology Reveals Analogical Generalization in Large Language Models,"What mechanisms underlie linguistic generalization in large language models
(LLMs)? This question has attracted considerable attention, with most studies
analyzing the extent to which the language skills of LLMs resemble rules. As of
yet, it is not known whether linguistic generalization in LLMs could equally
well be explained as the result of analogical processes, which can be
formalized as similarity operations on stored exemplars. A key shortcoming of
prior research is its focus on linguistic phenomena with a high degree of
regularity, for which rule-based and analogical approaches make the same
predictions. Here, we instead examine derivational morphology, specifically
English adjective nominalization, which displays notable variability. We
introduce a new method for investigating linguistic generalization in LLMs:
focusing on GPT-J, we fit cognitive models that instantiate rule-based and
analogical learning to the LLM training data and compare their predictions on a
set of nonce adjectives with those of the LLM, allowing us to draw direct
conclusions regarding underlying mechanisms. As expected, rule-based and
analogical models explain the predictions of GPT-J equally well for adjectives
with regular nominalization patterns. However, for adjectives with variable
nominalization patterns, the analogical model provides a much better match.
Furthermore, GPT-J's behavior is sensitive to the individual word frequencies,
even for regular forms, a behavior that is consistent with an analogical
account of regular forms but not a rule-based one. These findings refute the
hypothesis that GPT-J's linguistic generalization on adjective nominalization
involves rules, suggesting similarity operations on stored exemplars as the
underlying mechanism. Overall, our study suggests that analogical processes
play a bigger role in the linguistic generalization of LLMs than previously
thought.",cs.LG
"Exact, Tractable Gauss-Newton Optimization in Deep Reversible Architectures Reveal Poor Generalization","Second-order optimization has been shown to accelerate the training of deep
neural networks in many applications, often yielding faster progress per
iteration on the training loss compared to first-order optimizers. However, the
generalization properties of second-order methods are still being debated.
Theoretical investigations have proved difficult to carry out outside the
tractable settings of heavily simplified model classes -- thus, the relevance
of existing theories to practical deep learning applications remains unclear.
Similarly, empirical studies in large-scale models and real datasets are
significantly confounded by the necessity to approximate second-order updates
in practice. It is often unclear whether the observed generalization behaviour
arises specifically from the second-order nature of the parameter updates, or
instead reflects the specific structured (e.g.\ Kronecker) approximations used
or any damping-based interpolation towards first-order updates. Here, we show
for the first time that exact Gauss-Newton (GN) updates take on a tractable
form in a class of deep reversible architectures that are sufficiently
expressive to be meaningfully applied to common benchmark datasets. We exploit
this novel setting to study the training and generalization properties of the
GN optimizer. We find that exact GN generalizes poorly. In the mini-batch
training setting, this manifests as rapidly saturating progress even on the
\emph{training} loss, with parameter updates found to overfit each
mini-batchatch without producing the features that would support generalization
to other mini-batches. We show that our experiments run in the ``lazy'' regime,
in which the neural tangent kernel (NTK) changes very little during the course
of training. This behaviour is associated with having no significant changes in
neural representations, explaining the lack of generalization.",cs.LG
Doubly Robust Regression Discontinuity Designs,"This study introduces a doubly robust (DR) estimator for regression
discontinuity (RD) designs. In RD designs, treatment effects are estimated in a
quasi-experimental setting where treatment assignment depends on whether a
running variable surpasses a predefined cutoff. A common approach in RD
estimation is to apply nonparametric regression methods, such as local linear
regression. In such an approach, the validity relies heavily on the consistency
of nonparametric estimators and is limited by the nonparametric convergence
rate, thereby preventing $\sqrt{n}$-consistency. To address these issues, we
propose the DR-RD estimator, which combines two distinct estimators for the
conditional expected outcomes. If either of these estimators is consistent, the
treatment effect estimator remains consistent. Furthermore, due to the
debiasing effect, our proposed estimator achieves $\sqrt{n}$-consistency if
both regression estimators satisfy certain mild conditions, which also
simplifies statistical inference.",cs.LG
